lat(degree),lon(degree),time(h),sntmt_AFINN(_),sntmt_NLTK_comp(_),sntmt_NLTK_neg(_),sntmt_NLTK_neu(_),sntmt_NLTK_pos(_),temp(C),temp_max(C),temp_min(C),humidity(%),pressure(hPa),sky(__),sunrise(h),sunset(h),wind(m/s),wind_deg(degree),cloudiness(%),rain_3h(mm),snow_3h(mm)
29.7805,-95.3863,22.8763888889,0,0.0,0.0,1.0,0.0,27.88,30,26,78,1010,Clear,7.91666666667,20.85,2.1,80,1,nan,nan
29.7805,-95.3863,22.8766666667,-1,0.2235,0.0,0.788,0.212,27.62,29,25,78,1011,Clouds,7.91666666667,20.85,2.6,70,90,nan,nan
30.337,-81.6613,22.8766666667,1,0.27115,0.0,0.7,0.3,26.74,28,24,100,1013,Clear,6.98333333333,19.95,3.27,158,1,nan,nan
40.6643,-73.9385,23.8769444444,0,0.3818,0.0,0.898,0.102,18.45,23,13,59,1015,Clear,6.26666666667,19.6333333333,2.77,336.5,1,nan,nan
40.6643,-73.9385,23.8769444444,-5,-0.5859,0.559,0.441,0.0,19.44,23,14,52,1015,Clear,6.26666666667,19.6333333333,2.77,336.5,1,nan,nan
39.7618,-104.8806,21.8769444444,4,0.187833333333,0.0,0.838,0.162,18.88,21,13,51,1019,Clear,8.35,21.6833333333,1.5,190,1,nan,nan
29.4724,-98.5251,22.8775,-3,0.5448,0.0,0.631,0.369,26.5,27,26,78,1010,Clear,8.11666666667,21.05,3.02,18.0005,1,nan,nan
45.537,-122.65,20.8777777778,2,0.190233333333,0.0,0.885,0.115,20.49,22,19,52,1016,Clouds,9.4,23.0,6.7,310,20,nan,nan
32.7757,-96.7967,22.8786111111,-11,-0.9477,0.579,0.421,0.0,27.27,28,26,74,1013,Clear,7.95,21.0,3.1,70,1,nan,nan
40.6643,-73.9385,23.8794444444,0,0.0,0.0,1.0,0.0,18.45,23,13,59,1015,Clear,6.26666666667,19.6333333333,2.77,336.5,1,nan,nan
34.0194,-118.4108,20.8797222222,1,0.0,0.0,1.0,0.0,21.6,24,19,77,1008,Clouds,9.35,22.45,2.1,270,75,nan,nan
34.0194,-118.4108,20.8797222222,0,0.0,0.0,1.0,0.0,20.41,22,18,77,1009,Clouds,9.35,22.45,3.1,270,75,nan,nan
29.4724,-98.5251,22.8802777778,0,0.0,0.0,1.0,0.0,26.5,27,26,78,1010,Clear,8.11666666667,21.05,3.02,18.0005,1,nan,nan
29.7805,-95.3863,22.8805555556,-2,-0.11315,0.096,0.904,0.0,27.62,29,25,78,1011,Clouds,7.91666666667,20.85,2.6,70,90,nan,nan
32.7757,-96.7967,22.8811111111,-4,-0.6523,0.302,0.698,0.0,27.27,28,26,74,1013,Clear,7.95,21.0,3.1,70,1,nan,nan
29.4724,-98.5251,22.8816666667,-2,-0.4939,0.344,0.656,0.0,26.23,27,25,78,1012,Clear,8.11666666667,21.05,3.02,18.0005,1,nan,nan
35.4671,-97.5137,22.8827777778,-5,-0.46655,0.2385,0.7615,0.0,23.63,24,22,83,1016,Clouds,7.95,21.1,2.6,130,75,nan,nan
33.5722,-112.088,20.8833333333,0,-0.4215,0.375,0.469,0.156,35.87,37,34,20,1005,Clouds,8.95,22.0166666667,2.1,220,20,nan,nan
41.8376,-87.6818,22.8847222222,1,0.5308,0.1385,0.563,0.298,15.98,18,13,55,1022,Clouds,7.15,20.5666666667,4.6,30,20,nan,nan
40.6643,-73.9385,23.885,2,0.4019,0.0,0.803,0.197,18.45,23,13,59,1015,Clear,6.26666666667,19.6333333333,2.77,336.5,1,nan,nan
32.8153,-117.135,20.885,4,0.6808,0.0,0.641,0.359,20.45,22,19,73,1010,Clouds,9.31666666667,22.35,2.6,320,90,nan,nan
36.1718,-86.785,22.8869444444,4,0.5859,0.0,0.678,0.322,20.2,22,17,72,1017,Clear,7.21666666667,20.3833333333,2.77,55.0005,1,nan,nan
41.8376,-87.6818,22.8872222222,-5,-0.6705,0.404,0.437,0.158,15.98,18,13,55,1022,Clouds,7.15,20.5666666667,4.6,30,20,nan,nan
34.0194,-118.4108,20.8872222222,0,-0.5106,0.136,0.864,0.0,20.41,22,18,77,1009,Clouds,9.35,22.45,3.1,270,75,nan,nan
41.8376,-87.6818,22.8875,-4,-0.5859,0.352,0.648,0.0,15.98,18,13,55,1022,Clouds,7.15,20.5666666667,4.6,30,20,nan,nan
39.3002,-76.6105,23.8883333333,4,-0.5867,0.295,0.605,0.101,19.92,23,17,77,1016,Clouds,6.46666666667,19.7833333333,3.07,339.5,40,nan,nan
32.8153,-117.135,20.8888888889,2,0.5719,0.0,0.764,0.236,20.45,22,19,73,1010,Clouds,9.31666666667,22.35,2.6,320,90,nan,nan
40.6643,-73.9385,23.8891666667,0,-0.2183,0.069,0.931,0.0,18.45,23,13,59,1015,Clear,6.26666666667,19.6333333333,2.77,336.5,1,nan,nan
29.4724,-98.5251,22.8902777778,-4,-0.5574,0.286,0.714,0.0,26.5,27,26,78,1010,Clear,8.11666666667,21.05,3.02,18.0005,1,nan,nan
34.0194,-118.4108,20.8905555556,0,0.0,0.0,1.0,0.0,20.41,22,18,77,1009,Clouds,9.35,22.45,3.1,270,75,nan,nan
40.0094,-75.1333,23.8905555556,1,0.2263,0.0,0.678,0.322,17.28,21,15,82,1015,Clear,6.36666666667,19.7,1.17,310,1,nan,nan
41.8376,-87.6818,22.8916666667,-3,-0.23775,0.2025,0.7975,0.0,15.25,18,12,55,1021,Clouds,7.15,20.5666666667,4.1,20,40,nan,nan
40.6643,-73.9385,23.8919444444,3,0.2967,0.0,0.701333333333,0.298666666667,19.44,23,14,52,1015,Clear,6.26666666667,19.6333333333,2.77,336.5,1,nan,nan
40.6643,-73.9385,23.8922222222,0,0.0,0.0,1.0,0.0,18.45,23,13,59,1015,Clear,6.26666666667,19.6333333333,2.77,336.5,1,nan,nan
41.8376,-87.6818,22.8922222222,0,-0.6973,0.164,0.792,0.044,15.98,18,13,55,1022,Clouds,7.15,20.5666666667,4.6,30,20,nan,nan
34.0194,-118.4108,20.8922222222,0,0.0,0.0,1.0,0.0,20.41,22,18,77,1009,Clouds,9.35,22.45,3.1,270,75,nan,nan
37.7751,-122.4193,20.8925,4,0.8176,0.0,0.691,0.309,18.85,22,16,87,1011,Clouds,9.56666666667,22.8,4.1,290,75,nan,nan
29.4724,-98.5251,22.8930555556,-4,-0.6249,0.465,0.391,0.145,26.5,27,26,78,1010,Clear,8.11666666667,21.05,3.02,18.0005,1,nan,nan
47.6205,-122.3509,20.8936111111,-4,-0.6705,0.355,0.645,0.0,19.89,21,18,49,1017,Clouds,9.31666666667,23.0333333333,2.1,None,20,nan,nan
41.8376,-87.6818,22.8938888889,0,0.0,0.0,1.0,0.0,15.25,18,12,55,1021,Clouds,7.15,20.5666666667,4.1,20,40,nan,nan
39.7767,-86.1459,23.8938888889,-4,-0.3351,0.255666666667,0.613333333333,0.131,17.76,20,15,87,1020,Clouds,7.1,20.4166666667,2.6,40,40,nan,nan
36.1718,-86.785,22.8947222222,-1,-0.148,0.098,0.902,0.0,20.2,22,17,72,1017,Clear,7.21666666667,20.3833333333,2.77,55.0005,1,nan,nan
42.383,-83.1022,23.8955555556,0,0.2023,0.0,0.847,0.153,13.21,15,11,71,1021,Clear,6.83333333333,20.2833333333,3.42,18.5005,1,nan,nan
32.7757,-96.7967,22.8955555556,0,0.0,0.0,1.0,0.0,26.94,28,26,74,1014,Clear,7.95,21.0,3.1,80,1,nan,nan
34.0194,-118.4108,20.8955555556,0,0.0,0.0,1.0,0.0,21.6,24,19,77,1008,Clouds,9.35,22.45,2.1,270,75,nan,nan
34.0194,-118.4108,20.8955555556,0,0.0,0.0,1.0,0.0,20.41,22,18,77,1009,Clouds,9.35,22.45,3.1,270,75,nan,nan
30.3072,-97.756,22.8958333333,0,0.0,0.0,1.0,0.0,26.87,28,26,83,1011,Clear,8.06666666667,21.0166666667,2.92,350.5,1,nan,nan
38.9041,-77.0171,23.8963888889,0,0.227,0.244,0.454,0.302,20.13,23,17,88,1016,Drizzle,6.51666666667,19.8,3.07,339.5,75,nan,nan
40.6643,-73.9385,23.8963888889,0,0.0,0.0,1.0,0.0,19.44,23,14,52,1015,Clear,6.26666666667,19.6333333333,2.77,336.5,1,nan,nan
29.7805,-95.3863,22.8969444444,2,0.3454,0.0,0.5745,0.4255,27.62,29,25,78,1011,Clouds,7.91666666667,20.85,2.6,70,90,nan,nan
32.7795,-97.3463,22.8975,0,0.0,0.0,1.0,0.0,27.27,29,25,74,1013,Rain,7.98333333333,21.0333333333,4.1,100,1,nan,nan
32.8153,-117.135,20.8983333333,-3,-0.2263,0.319,0.442,0.239,19.81,21,18,73,1010,Clouds,9.31666666667,22.35,2.6,290,90,nan,nan
37.7751,-122.4193,20.8986111111,0,0.0,0.0,1.0,0.0,18.85,22,16,87,1011,Clouds,9.56666666667,22.8,4.1,290,75,nan,nan
41.8376,-87.6818,22.8988888889,0,0.0,0.0,1.0,0.0,15.25,18,12,55,1021,Clouds,7.15,20.5666666667,4.1,20,40,nan,nan
36.2277,-115.264,20.8988888889,1,0.6692,0.0,0.581,0.419,30.82,32,28,29,1010,Clouds,9.11666666667,22.2833333333,3.6,80,20,nan,nan
34.0194,-118.4108,20.8994444444,-2,-0.1366,0.0455,0.9545,0.0,20.41,22,18,77,1009,Clouds,9.35,22.45,3.1,270,75,nan,nan
29.4724,-98.5251,22.8997222222,2,0.5904,0.0,0.796,0.204,26.5,27,26,78,1010,Clear,8.11666666667,21.05,3.02,18.0005,1,nan,nan
40.0094,-75.1333,23.8997222222,2,0.4404,0.0,0.868,0.132,16.83,20,13,100,1017,Clear,6.36666666667,19.7,1.17,310,1,nan,nan
34.0194,-118.4108,20.9,-3,-0.228933333333,0.179333333333,0.487333333333,0.0,21.6,24,19,77,1008,Clouds,9.35,22.45,2.1,270,75,nan,nan
40.6643,-73.9385,23.9002777778,3,0.257133333333,0.0,0.573333333333,0.426666666667,18.45,23,13,59,1015,Clear,6.26666666667,19.6333333333,2.77,336.5,1,nan,nan
38.9041,-77.0171,23.9002777778,0,0.0,0.0,1.0,0.0,20.13,24,17,82,1016,Rain,6.51666666667,19.8,3.07,339.5,40,nan,nan
39.3002,-76.6105,23.9002777778,-2,-0.6523,0.464,0.536,0.0,19.92,23,17,77,1016,Clouds,6.46666666667,19.7833333333,3.07,339.5,40,nan,nan
30.3072,-97.756,22.9005555556,0,0.0,0.0,1.0,0.0,26.87,28,26,83,1011,Clear,8.06666666667,21.0166666667,2.92,350.5,1,nan,nan
35.2087,-80.8307,23.9013888889,0,0.0,0.0,1.0,0.0,21.91,23,21,100,1016,Clear,6.83333333333,19.9833333333,2.1,30,1,nan,nan
32.8153,-117.135,20.9016666667,0,0.0,0.0,1.0,0.0,20.45,22,19,73,1010,Clouds,9.31666666667,22.35,2.6,320,90,nan,nan
38.9041,-77.0171,23.9019444444,9,0.73465,0.0365,0.498,0.4655,20.13,23,17,88,1016,Drizzle,6.51666666667,19.8,3.07,339.5,75,nan,nan
29.7805,-95.3863,22.9019444444,0,0.0,0.0,1.0,0.0,27.88,30,26,78,1010,Clear,7.91666666667,20.85,2.1,80,1,nan,nan
35.1035,-89.9785,22.9022222222,0,0.0,0.0,1.0,0.0,20.58,24,18,57,1016,Clouds,7.45,20.5833333333,4.1,50,20,nan,nan
29.4724,-98.5251,22.9027777778,3,0.6948,0.0,0.596,0.404,26.5,27,26,78,1010,Clear,8.11666666667,21.05,3.02,18.0005,1,nan,nan
40.6643,-73.9385,23.9030555556,-3,-0.1589,0.079,0.587666666667,0.0,18.45,23,13,59,1015,Clear,6.26666666667,19.6333333333,2.77,336.5,1,nan,nan
29.7805,-95.3863,22.9030555556,0,0.0,0.0,1.0,0.0,27.88,30,26,78,1010,Clear,7.91666666667,20.85,2.1,80,1,nan,nan
38.1781,-85.6667,23.9033333333,3,0.36215,0.0,0.186,0.314,19.22,22,18,53,1018,Clear,7.1,20.3666666667,2.6,50,1,nan,nan
42.332,-71.0202,23.905,0,0.0,0.0,1.0,0.0,17.18,19,15,82,1015,Clear,6.03333333333,19.4833333333,1.5,310,1,nan,nan
40.6643,-73.9385,23.905,-1,-0.148,0.0575,0.9425,0.0,18.45,23,13,59,1015,Clear,6.26666666667,19.6333333333,2.77,336.5,1,nan,nan
34.0194,-118.4108,20.9058333333,-7,-0.6801,0.396,0.604,0.0,21.6,24,19,77,1008,Clouds,9.35,22.45,2.1,270,75,nan,nan
32.8153,-117.135,20.9061111111,3,-0.5216,0.272,0.728,0.0,19.81,21,18,73,1010,Clouds,9.31666666667,22.35,2.6,290,90,nan,nan
34.0194,-118.4108,20.9072222222,0,0.0,0.0,1.0,0.0,21.6,24,19,77,1008,Clouds,9.35,22.45,2.1,270,75,nan,nan
29.7805,-95.3863,22.9075,-2,-0.5719,0.381,0.619,0.0,27.62,29,25,78,1011,Clouds,7.91666666667,20.85,2.6,70,90,nan,nan
29.4724,-98.5251,22.9088888889,0,0.0,0.0,1.0,0.0,26.5,27,26,78,1010,Clear,8.11666666667,21.05,3.02,18.0005,1,nan,nan
39.7618,-104.8806,21.9097222222,1,-0.00955,0.067,0.6335,0.2995,18.88,21,13,51,1019,Clear,8.35,21.6833333333,1.5,190,1,nan,nan
32.8153,-117.135,20.9102777778,-4,-0.5423,0.467,0.533,0.0,20.45,22,19,73,1010,Clouds,9.31666666667,22.35,2.6,320,90,nan,nan
29.7805,-95.3863,22.9105555556,1,0.5511,0.0,0.835,0.165,27.62,29,25,78,1011,Clouds,7.91666666667,20.85,2.6,70,90,nan,nan
41.8376,-87.6818,22.9105555556,0,0.34,0.0,0.821,0.179,15.25,18,12,55,1021,Clouds,7.15,20.5666666667,4.1,20,40,nan,nan
32.7757,-96.7967,22.9111111111,0,0.0,0.0,1.0,0.0,26.94,28,26,74,1014,Clear,7.95,21.0,3.1,80,1,nan,nan
40.6643,-73.9385,23.9119444444,-1,0.2235,0.0,0.841,0.159,19.44,23,14,52,1015,Clear,6.26666666667,19.6333333333,2.77,336.5,1,nan,nan
34.0194,-118.4108,20.9122222222,2,0.0,0.0,1.0,0.0,20.41,22,18,77,1009,Clouds,9.35,22.45,3.1,270,75,nan,nan
34.0194,-118.4108,20.9125,0,0.0,0.0,1.0,0.0,21.6,24,19,77,1008,Clouds,9.35,22.45,2.1,270,75,nan,nan
34.0194,-118.4108,20.9125,2,0.2023,0.0,0.735,0.265,20.41,22,18,77,1009,Clouds,9.35,22.45,3.1,270,75,nan,nan
29.4724,-98.5251,22.9136111111,0,0.0,0.0,1.0,0.0,26.5,27,26,78,1010,Clear,8.11666666667,21.05,3.02,18.0005,1,nan,nan
32.8153,-117.135,20.9147222222,2,0.3612,0.0,0.762,0.238,19.81,21,18,73,1010,Clouds,9.31666666667,22.35,2.6,290,90,nan,nan
39.7618,-104.8806,21.9152777778,2,0.4404,0.0,0.707,0.293,19.33,22,14,48,1019,Clear,8.35,21.6833333333,1.77,302,1,nan,nan
29.7805,-95.3863,22.9158333333,0,0.0,0.0,1.0,0.0,27.62,29,25,78,1011,Clouds,7.91666666667,20.85,2.6,70,90,nan,nan
32.7757,-96.7967,22.9161111111,0,0.0,0.0,1.0,0.0,27.27,28,26,74,1013,Clear,7.95,21.0,3.1,70,1,nan,nan
35.2087,-80.8307,23.9161111111,3,0.44355,0.0,0.744,0.256,21.91,23,21,100,1016,Clear,6.83333333333,19.9833333333,2.1,30,1,nan,nan
39.7618,-104.8806,21.9169444444,-2,-0.2247,0.275,0.725,0.0,19.33,22,14,48,1019,Clear,8.35,21.6833333333,1.77,302,1,nan,nan
33.5722,-112.088,20.9175,-3,-0.175566666667,0.120666666667,0.879333333333,0.0,35.87,37,34,20,1005,Clouds,8.95,22.0166666667,2.1,220,20,nan,nan
29.7805,-95.3863,22.9180555556,0,0.0,0.0,1.0,0.0,27.88,30,26,78,1010,Clear,7.91666666667,20.85,2.1,80,1,nan,nan
41.8376,-87.6818,22.9191666667,4,0.32985,0.0,0.6785,0.3215,15.25,18,12,55,1021,Clouds,7.15,20.5666666667,4.1,20,40,nan,nan
45.537,-122.65,20.9202777778,-10,-0.455,0.2255,0.7745,0.0,20.49,22,19,52,1016,Clouds,9.4,23.0,6.7,310,20,nan,nan
32.8153,-117.135,20.9205555556,3,0.4019,0.109,0.697,0.194,19.81,21,18,73,1010,Clouds,9.31666666667,22.35,2.6,290,90,nan,nan
29.7805,-95.3863,22.9208333333,-6,-0.8176,0.414,0.502,0.085,27.88,30,26,78,1010,Clear,7.91666666667,20.85,2.1,80,1,nan,nan
34.0194,-118.4108,20.9211111111,0,-0.4278,0.119,0.881,0.0,20.24,22,18,77,1009,Clouds,9.35,22.45,1.07,213.5,75,nan,nan
35.1035,-89.9785,22.9222222222,0,0.0,0.0,1.0,0.0,20.58,24,18,57,1016,Clouds,7.45,20.5833333333,4.1,50,20,nan,nan
41.8376,-87.6818,22.9227777778,1,-0.1531,0.187,0.602,0.211,15.25,18,12,55,1021,Clouds,7.15,20.5666666667,4.1,20,40,nan,nan
39.7767,-86.1459,23.9233333333,2,0.5859,0.0,0.78,0.22,17.76,20,15,87,1020,Clouds,7.1,20.4166666667,2.6,40,40,nan,nan
37.7751,-122.4193,20.9236111111,-1,0.1027,0.125,0.729,0.146,17.02,19,15,77,1009,Clear,9.56666666667,22.8,2.1,50,1,nan,nan
36.2277,-115.264,20.9238888889,0,0.0,0.0,1.0,0.0,30.82,32,28,29,1010,Clouds,9.11666666667,22.2833333333,3.6,80,20,nan,nan
29.7805,-95.3863,22.9241666667,3,0.127733333333,0.0496666666667,0.831,0.119333333333,27.62,29,25,78,1011,Clouds,7.91666666667,20.85,2.6,70,90,nan,nan
32.7795,-97.3463,22.9241666667,0,0.0,0.0,1.0,0.0,27.27,29,25,74,1013,Rain,7.98333333333,21.0333333333,4.1,100,1,nan,nan
36.2277,-115.264,20.9244444444,8,0.2375,0.198,0.5295,0.2725,29.98,32,28,39,1011,Clear,9.11666666667,22.2833333333,1.5,20,0,nan,nan
29.7805,-95.3863,22.9244444444,-2,-0.5719,0.381,0.619,0.0,27.88,30,26,78,1010,Clear,7.91666666667,20.85,2.1,80,1,nan,nan
36.2277,-115.264,20.9247222222,0,0.0,0.0,1.0,0.0,29.98,32,28,39,1011,Clear,9.11666666667,22.2833333333,1.5,20,0,nan,nan
34.0194,-118.4108,20.925,0,0.0,0.0,1.0,0.0,21.6,24,19,77,1008,Clouds,9.35,22.45,2.1,270,75,nan,nan
29.7805,-95.3863,22.9252777778,-4,-0.8582,0.307,0.599,0.094,27.62,29,25,78,1011,Clouds,7.91666666667,20.85,2.6,70,90,nan,nan
34.0194,-118.4108,20.9255555556,0,0.0,0.0,1.0,0.0,21.6,24,19,77,1008,Clouds,9.35,22.45,2.1,270,75,nan,nan
40.6643,-73.9385,23.9263888889,0,0.0,0.0,1.0,0.0,18.45,23,13,59,1015,Clear,6.26666666667,19.6333333333,2.77,336.5,1,nan,nan
39.3002,-76.6105,23.9269444444,2,0.5106,0.0,0.699,0.301,20.07,24,17,77,1016,Clouds,6.46666666667,19.7833333333,3.07,339.5,40,nan,nan
29.7805,-95.3863,22.9283333333,-5,-0.112,0.23,0.672,0.098,27.62,29,25,78,1011,Clouds,7.91666666667,20.85,2.6,70,90,nan,nan
30.3072,-97.756,22.9288888889,0,0.0,0.0,1.0,0.0,26.87,28,26,83,1011,Clear,8.06666666667,21.0166666667,2.92,350.5,1,nan,nan
29.7805,-95.3863,22.9291666667,0,0.0386,0.1135,0.7575,0.129,27.62,29,25,78,1011,Clouds,7.91666666667,20.85,2.6,70,90,nan,nan
36.2277,-115.264,20.9297222222,-2,-0.17,0.065,0.935,0.0,30.82,32,28,29,1010,Clouds,9.11666666667,22.2833333333,3.6,80,20,nan,nan
32.7757,-96.7967,22.9297222222,0,0.0,0.0,1.0,0.0,26.94,28,26,74,1014,Clear,7.95,21.0,3.1,80,1,nan,nan
30.3072,-97.756,22.9302777778,2,0.057,0.204,0.520333333333,0.275333333333,26.87,28,26,83,1011,Clear,8.06666666667,21.0166666667,2.92,350.5,1,nan,nan
29.7805,-95.3863,22.9302777778,0,0.0,0.0,1.0,0.0,27.62,29,25,78,1011,Clouds,7.91666666667,20.85,2.6,70,90,nan,nan
37.7751,-122.4193,20.9302777778,0,0.2732,0.0,0.656,0.344,18.85,22,16,87,1011,Clouds,9.56666666667,22.8,4.1,290,75,nan,nan
29.7805,-95.3863,22.9305555556,-2,-0.5904,0.299,0.701,0.0,27.62,29,25,78,1011,Clouds,7.91666666667,20.85,2.6,70,90,nan,nan
34.0194,-118.4108,20.9311111111,-2,-0.08895,0.052,0.9145,0.0335,21.6,24,19,77,1008,Clouds,9.35,22.45,2.1,270,75,nan,nan
47.6205,-122.3509,20.9311111111,3,0.8339,0.0,0.644,0.356,18.5,20,16,56,1017,Clouds,9.31666666667,23.0333333333,1.5,None,20,nan,nan
34.0194,-118.4108,20.9313888889,4,0.3454,0.0,0.839,0.161,21.6,24,19,77,1008,Clouds,9.35,22.45,2.1,270,75,nan,nan
32.8153,-117.135,20.9319444444,-4,-0.7845,0.467,0.533,0.0,19.81,21,18,73,1010,Clouds,9.31666666667,22.35,2.6,290,90,nan,nan
29.4724,-98.5251,22.9322222222,0,0.1263,0.0,0.88,0.12,26.5,27,26,78,1010,Clear,8.11666666667,21.05,3.02,18.0005,1,nan,nan
39.3002,-76.6105,23.9327777778,2,0.4588,0.0,0.75,0.25,19.92,23,17,77,1016,Clouds,6.46666666667,19.7833333333,3.07,339.5,40,nan,nan
31.8484,-106.427,21.9330555556,0,0.0,0.0,1.0,0.0,25.94,27,23,47,1015,Clouds,8.61666666667,21.6166666667,6.7,110,90,nan,nan
30.3072,-97.756,22.9330555556,1,0.0386,0.0,0.93,0.07,26.23,28,24,83,1012,Mist,8.06666666667,21.0166666667,2.92,350.5,1,nan,nan
34.0194,-118.4108,20.9338888889,0,0.0,0.0,1.0,0.0,21.6,24,19,77,1008,Clouds,9.35,22.45,2.1,270,75,nan,nan
42.332,-71.0202,23.9341666667,-3,-0.1405,0.126666666667,0.811666666667,0.0616666666667,16.5,19,13,72,1014,Mist,6.03333333333,19.4833333333,0.52,81.5005,20,nan,nan
30.3072,-97.756,22.9344444444,-3,0.0889,0.121666666667,0.777333333333,0.101,26.87,28,26,83,1011,Clear,8.06666666667,21.0166666667,2.92,350.5,1,nan,nan
32.7757,-96.7967,22.9358333333,2,0.4215,0.0,0.851,0.149,26.94,28,26,74,1014,Clear,7.95,21.0,3.1,80,1,nan,nan
36.1718,-86.785,22.9358333333,5,0.8849,0.0,0.621,0.379,20.38,22,18,72,1017,Clear,7.21666666667,20.3833333333,2.1,20,1,nan,nan
40.6643,-73.9385,23.9358333333,2,0.4939,0.0,0.789,0.211,18.45,23,13,59,1015,Clear,6.26666666667,19.6333333333,2.77,336.5,1,nan,nan
29.7805,-95.3863,22.9363888889,2,0.153966666667,0.06,0.816333333333,0.123666666667,27.88,30,26,78,1010,Clear,7.91666666667,20.85,2.1,80,1,nan,nan
41.8376,-87.6818,22.9366666667,0,0.4995,0.0,0.607,0.393,15.25,18,12,55,1021,Clouds,7.15,20.5666666667,4.1,20,40,nan,nan
38.9041,-77.0171,23.9372222222,0,0.0,0.0,1.0,0.0,20.13,24,17,82,1016,Rain,6.51666666667,19.8,3.07,339.5,40,nan,nan
36.1718,-86.785,22.9375,2,0.3612,0.0,0.706,0.294,20.2,22,17,72,1017,Clear,7.21666666667,20.3833333333,2.77,55.0005,1,nan,nan
40.6643,-73.9385,23.9377777778,0,0.0,0.0,1.0,0.0,19.44,23,14,52,1015,Clear,6.26666666667,19.6333333333,2.77,336.5,1,nan,nan
45.537,-122.65,20.9377777778,0,0.1779,0.0,0.855,0.145,20.49,22,19,52,1016,Clouds,9.4,23.0,6.7,310,20,nan,nan
47.6205,-122.3509,20.9383333333,2,0.133966666667,0.0,0.929,0.071,19.89,21,18,49,1017,Clouds,9.31666666667,23.0333333333,2.1,None,20,nan,nan
41.8376,-87.6818,22.9386111111,3,0.159225,0.0,0.88575,0.11425,15.25,18,12,55,1021,Clouds,7.15,20.5666666667,4.1,20,40,nan,nan
30.3072,-97.756,22.9388888889,0,0.0,0.0,1.0,0.0,26.87,28,26,83,1011,Clear,8.06666666667,21.0166666667,2.92,350.5,1,nan,nan
29.4724,-98.5251,22.9388888889,0,0.1531,0.222,0.512,0.266,26.23,27,25,78,1012,Clear,8.11666666667,21.05,3.02,18.0005,1,nan,nan
42.332,-71.0202,23.9388888889,0,0.0,0.0,1.0,0.0,17.18,19,15,82,1015,Clear,6.03333333333,19.4833333333,1.5,310,1,nan,nan
41.8376,-87.6818,22.9391666667,0,0.0,0.0,1.0,0.0,15.25,18,12,55,1021,Clouds,7.15,20.5666666667,4.1,20,40,nan,nan
29.7805,-95.3863,22.9394444444,-3,0.03995,0.0705,0.79825,0.13125,27.88,30,26,78,1010,Clear,7.91666666667,20.85,2.1,80,1,nan,nan
29.7805,-95.3863,22.9394444444,-4,-0.6408,0.458,0.542,0.0,27.62,29,25,78,1011,Clouds,7.91666666667,20.85,2.6,70,90,nan,nan
30.3072,-97.756,22.94,-1,-0.1779,0.218,0.612,0.17,26.87,28,26,83,1011,Clear,8.06666666667,21.0166666667,2.92,350.5,1,nan,nan
41.8376,-87.6818,22.9402777778,0,-0.8355,0.526,0.474,0.0,15.25,18,12,55,1021,Clouds,7.15,20.5666666667,4.1,20,40,nan,nan
45.537,-122.65,20.9408333333,-4,-0.5423,0.322,0.546,0.131,20.49,22,19,52,1016,Clouds,9.4,23.0,6.7,310,20,nan,nan
38.9041,-77.0171,23.9416666667,2,0.1806,0.0,0.9285,0.0715,20.13,24,17,82,1016,Rain,6.51666666667,19.8,3.07,339.5,40,nan,nan
39.7618,-104.8806,21.9419444444,0,0.0,0.0,1.0,0.0,19.33,22,14,48,1019,Clear,8.35,21.6833333333,1.77,302,1,nan,nan
36.2277,-115.264,20.9422222222,1,0.0772,0.0,0.885,0.115,29.98,32,28,39,1011,Clear,9.11666666667,22.2833333333,1.5,20,0,nan,nan
40.6643,-73.9385,23.9433333333,0,0.0,0.0,1.0,0.0,19.44,23,14,52,1015,Clear,6.26666666667,19.6333333333,2.77,336.5,1,nan,nan
41.8376,-87.6818,22.9436111111,3,0.4048,0.122,0.668,0.21,15.25,18,12,55,1021,Clouds,7.15,20.5666666667,4.1,20,40,nan,nan
42.332,-71.0202,23.9438888889,4,0.2957,0.0,0.5595,0.4405,17.18,19,15,82,1015,Clear,6.03333333333,19.4833333333,1.5,310,1,nan,nan
32.7757,-96.7967,22.9438888889,0,0.0,0.0,1.0,0.0,26.94,28,26,74,1014,Clear,7.95,21.0,3.1,80,1,nan,nan
36.2277,-115.264,20.9444444444,0,0.0,0.0,1.0,0.0,30.82,32,28,29,1010,Clouds,9.11666666667,22.2833333333,3.6,80,20,nan,nan
41.8376,-87.6818,22.9447222222,0,0.0,0.0,1.0,0.0,15.25,18,12,55,1021,Clouds,7.15,20.5666666667,4.1,20,40,nan,nan
34.0194,-118.4108,20.9455555556,-1,-0.0516,0.07,0.93,0.0,21.6,24,19,77,1008,Clouds,9.35,22.45,2.1,270,75,nan,nan
38.9041,-77.0171,23.9455555556,4,0.8192,0.0,0.65,0.35,20.13,23,17,88,1016,Drizzle,6.51666666667,19.8,3.07,339.5,75,nan,nan
34.0194,-118.4108,20.9463888889,-1,-0.34,0.118,0.882,0.0,21.6,24,19,77,1008,Clouds,9.35,22.45,2.1,270,75,nan,nan
41.8376,-87.6818,22.9466666667,0,0.0,0.0,1.0,0.0,15.25,18,12,55,1021,Clouds,7.15,20.5666666667,4.1,20,40,nan,nan
