lat(degree),lon(degree),time(h),sntmt_AFINN(_),sntmt_NLTK_comp(_),sntmt_NLTK_neg(_),sntmt_NLTK_neu(_),sntmt_NLTK_pos(_),temp(C),temp_max(C),temp_min(C),humidity(%),pressure(hPa),sky(__),sunrise(h),sunset(h),wind(m/s),wind_deg(degree),cloudiness(%),rain_3h(mm),snow_3h(mm)
35.2087,-80.8307,20.0211111111,1,0.3083,0.0,0.8565,0.1435,27.33,28,27,74,1013,Clear,6.83333333333,19.9833333333,2.1,40,1,nan,nan
36.2277,-115.264,17.0213888889,-7,-0.3953,0.219,0.7815,0.0,32,32,32,31,1011,Rain,9.1,22.2833333333,4.1,80,0,0.89,nan
35.2087,-80.8307,20.0213888889,3,0.2123,0.0,0.847666666667,0.152333333333,27.33,28,27,74,1013,Clear,6.83333333333,19.9833333333,2.1,40,1,nan,nan
36.1718,-86.785,19.0216666667,3,0.190633333333,0.0,0.783666666667,0.216333333333,26.4,28,25,47,1015,Clear,7.21666666667,20.4,3.6,10,1,nan,nan
38.9041,-77.0171,20.0219444444,-1,-0.07655,0.0515,0.9485,0.0,23.72,27,20,68,1015,Clouds,6.51666666667,19.8,2.61,300.502,40,nan,nan
34.0194,-118.4108,17.0222222222,-4,-0.35015,0.4265,0.5735,0.0,25.58,31,22,64,1009,Clear,9.35,22.45,2.1,None,1,nan,nan
36.1718,-86.785,19.0225,0,0.0,0.0,1.0,0.0,26.4,28,25,47,1015,Clear,7.21666666667,20.4,3.6,10,1,nan,nan
39.9848,-82.985,20.0230555556,-9,-0.36755,0.237,0.695,0.068,20.89,22,19,46,1017,Clouds,6.88333333333,20.2166666667,5.7,10,90,nan,nan
29.7805,-95.3863,19.0236111111,0,0.4588,0.0,0.75,0.25,31.46,33,30,70,1009,Clear,7.91666666667,20.85,3.1,160,1,nan,nan
39.9848,-82.985,20.0236111111,-3,-0.27115,0.2335,0.7665,0.0,20.89,22,19,46,1017,Clouds,6.88333333333,20.2166666667,5.7,10,90,nan,nan
39.9848,-82.985,20.0244444444,0,0.0,0.0,1.0,0.0,20.89,22,19,46,1017,Clouds,6.88333333333,20.2166666667,5.7,10,90,nan,nan
42.332,-71.0202,20.0252777778,5,-0.103,0.177666666667,0.753666666667,0.0686666666667,22.01,24,20,72,1013,Clear,6.03333333333,19.4833333333,1.81,147.502,1,nan,nan
35.2087,-80.8307,20.0255555556,-2,-0.25,0.328,0.431,0.241,27.33,28,27,74,1013,Clear,6.83333333333,19.9833333333,2.1,40,1,nan,nan
40.6643,-73.9385,20.0266666667,-4,-0.6808,0.294,0.552,0.153,23.91,26,22,38,1015,Clouds,6.26666666667,19.6333333333,2.1,None,20,nan,nan
30.3072,-97.756,19.0269444444,-2,-0.2787,0.1235,0.8765,0.0,30.46,32,29,62,1011,Clouds,8.05,21.0166666667,4.6,130,90,nan,nan
36.2277,-115.264,17.0272222222,0,0.0,0.0,1.0,0.0,32,32,32,31,1011,Rain,9.1,22.2833333333,4.1,80,0,0.89,nan
36.2277,-115.264,17.0275,2,0.3612,0.0,0.706,0.294,32,32,32,31,1011,Rain,9.1,22.2833333333,4.1,80,0,0.89,nan
29.7805,-95.3863,19.0275,3,0.32335,0.0,0.5945,0.4055,31.46,33,30,70,1009,Clear,7.91666666667,20.85,3.1,160,1,nan,nan
35.4671,-97.5137,19.0277777778,1,0.197,0.209,0.523,0.267,28.67,29,28,61,1014,Clear,7.95,21.1,3.1,110,1,nan,nan
40.0094,-75.1333,20.0283333333,3,0.31845,0.0,0.862,0.138,23.67,26,21,56,1015,Clear,6.36666666667,19.7,2.06,314.002,1,nan,nan
36.2277,-115.264,17.0286111111,-1,0.05315,0.126,0.765,0.109,32,32,32,31,1011,Rain,9.1,22.2833333333,4.1,80,0,0.89,nan
32.7757,-96.7967,19.0288888889,-9,-0.639,0.322,0.678,0.0,28.8,31,25,62,1012,Thunderstorm,7.95,21.0,6.2,70,1,nan,nan
32.7795,-97.3463,19.03,1,0.0748,0.0,0.908333333333,0.0916666666667,28.74,31,25,83,1011,Thunderstorm,7.98333333333,21.0333333333,2.6,10,1,nan,nan
39.3002,-76.6105,20.0308333333,2,0.23765,0.0,0.882,0.118,23.7,27,20,60,1015,Clouds,6.46666666667,19.7833333333,2.61,300.502,75,nan,nan
32.7757,-96.7967,19.0308333333,0,0.0,0.0,1.0,0.0,28.8,31,25,62,1012,Thunderstorm,7.95,21.0,6.2,70,1,nan,nan
40.0094,-75.1333,20.0316666667,0,0.0,0.0,1.0,0.0,23.67,26,21,56,1015,Clear,6.36666666667,19.7,2.06,314.002,1,nan,nan
32.8153,-117.135,17.0316666667,-2,-0.6369,0.342,0.658,0.0,21.5,26,18,73,1011,Clouds,9.31666666667,22.35,3.6,310,90,nan,nan
29.4724,-98.5251,19.0319444444,-4,-0.7579,0.302,0.698,0.0,29.5,31,28,74,1009,Thunderstorm,8.11666666667,21.05,6.7,120,75,nan,nan
29.4724,-98.5251,19.0322222222,7,0.528333333333,0.0,0.608333333333,0.392,29.5,31,28,74,1009,Thunderstorm,8.11666666667,21.05,6.7,120,75,nan,nan
32.7757,-96.7967,19.0325,0,-0.0772,0.157,0.843,0.0,28.8,31,25,62,1012,Thunderstorm,7.95,21.0,6.2,70,1,nan,nan
34.0194,-118.4108,17.0325,-3,-0.7525,0.4295,0.5705,0.0,25.58,31,22,64,1009,Clear,9.35,22.45,2.1,None,1,nan,nan
34.0194,-118.4108,17.0327777778,0,0.0,0.0,1.0,0.0,25.58,31,22,64,1009,Clear,9.35,22.45,2.1,None,1,nan,nan
47.6205,-122.3509,17.0330555556,0,0.0,0.0,1.0,0.0,20.7,22,19,43,1019,Clouds,9.31666666667,23.0333333333,2.1,None,20,nan,nan
38.9041,-77.0171,20.0330555556,3,0.23765,0.0,0.622,0.378,23.72,27,20,68,1015,Clouds,6.51666666667,19.8,2.61,300.502,40,nan,nan
42.332,-71.0202,20.0330555556,0,0.7034,0.0,0.653,0.347,22.01,24,20,72,1013,Clear,6.03333333333,19.4833333333,1.81,147.502,1,nan,nan
36.1718,-86.785,19.0336111111,0,0.11315,0.0,0.806,0.194,26.4,28,25,47,1015,Clear,7.21666666667,20.4,3.6,10,1,nan,nan
29.7805,-95.3863,19.0338888889,2,0.4169,0.0,0.138,0.362,31.46,33,30,70,1009,Clear,7.91666666667,20.85,3.1,160,1,nan,nan
32.8153,-117.135,17.0338888889,0,0.0,0.0,1.0,0.0,21.5,26,18,73,1011,Clouds,9.31666666667,22.35,3.6,310,90,nan,nan
40.6643,-73.9385,20.0344444444,3,0.317133333333,0.0,0.571666666667,0.428333333333,23.91,26,22,38,1015,Clouds,6.26666666667,19.6333333333,2.1,None,20,nan,nan
37.7751,-122.4193,17.0344444444,0,0.0,0.0,1.0,0.0,22.76,29,18,47,1010,Clear,9.56666666667,22.8,3.6,210,1,nan,nan
37.7751,-122.4193,17.0344444444,1,0.5764,0.062,0.71,0.228,22.76,29,18,47,1010,Clear,9.56666666667,22.8,3.6,210,1,nan,nan
29.7805,-95.3863,19.0347222222,-4,0.3612,0.0,0.878,0.122,31.46,33,30,70,1009,Clear,7.91666666667,20.85,3.1,160,1,nan,nan
40.0094,-75.1333,20.035,0,0.0,0.0,1.0,0.0,23.67,26,21,56,1015,Clear,6.36666666667,19.7,2.06,314.002,1,nan,nan
36.2277,-115.264,17.0352777778,0,0.0,0.0,1.0,0.0,32,32,32,31,1011,Rain,9.1,22.2833333333,4.1,80,0,0.89,nan
40.6643,-73.9385,20.0355555556,8,0.5067,0.0,0.562666666667,0.437333333333,23.91,26,22,38,1015,Clouds,6.26666666667,19.6333333333,2.1,None,20,nan,nan
29.7805,-95.3863,19.0361111111,0,0.0,0.0,1.0,0.0,31.46,33,30,70,1009,Clear,7.91666666667,20.85,3.1,160,1,nan,nan
41.8376,-87.6818,19.0361111111,0,0.0,0.0,1.0,0.0,19.55,21,18,68,1020,Clear,7.15,20.5666666667,5.1,30,1,nan,nan
39.7767,-86.1459,20.0361111111,0,0.0,0.0,1.0,0.0,23.23,25,21,60,1018,Clouds,7.1,20.4333333333,2.1,340,40,nan,nan
41.8376,-87.6818,19.0363888889,0,0.0,0.0,1.0,0.0,19.55,21,18,68,1020,Clear,7.15,20.5666666667,5.1,30,1,nan,nan
29.7805,-95.3863,19.0366666667,-2,-0.6523,0.265,0.735,0.0,31.46,33,30,70,1009,Clear,7.91666666667,20.85,3.1,160,1,nan,nan
40.6643,-73.9385,20.0372222222,3,0.31245,0.0,0.8725,0.1275,23.91,26,22,38,1015,Clouds,6.26666666667,19.6333333333,2.1,None,20,nan,nan
38.9041,-77.0171,20.0380555556,0,-0.296,0.303,0.492,0.205,23.72,27,20,68,1015,Clouds,6.51666666667,19.8,2.61,300.502,40,nan,nan
36.2277,-115.264,17.0383333333,0,0.0,0.0,1.0,0.0,32,32,32,31,1011,Rain,9.1,22.2833333333,4.1,80,0,0.89,nan
35.1035,-89.9785,19.0383333333,-6,-0.5574,0.352,0.417,0.231,26.83,28,25,61,1015,Clear,7.45,20.5833333333,2.6,20,0,nan,nan
41.8376,-87.6818,19.0386111111,0,0.0,0.0,1.0,0.0,19.55,21,18,68,1020,Clear,7.15,20.5666666667,5.1,30,1,nan,nan
34.0194,-118.4108,17.0388888889,0,0.0,0.0,1.0,0.0,25.58,31,22,64,1009,Clear,9.35,22.45,2.1,None,1,nan,nan
42.332,-71.0202,20.0391666667,-1,-0.0769333333333,0.220333333333,0.732,0.0476666666667,22.01,24,20,72,1013,Clear,6.03333333333,19.4833333333,1.81,147.502,1,nan,nan
42.332,-71.0202,20.0397222222,4,0.6739,0.0,0.815,0.185,22.01,24,20,72,1013,Clear,6.03333333333,19.4833333333,1.81,147.502,1,nan,nan
40.0094,-75.1333,20.04,1,0.0741,0.378,0.4375,0.1845,23.67,26,21,56,1015,Clear,6.36666666667,19.7,2.06,314.002,1,nan,nan
30.3072,-97.756,19.0402777778,4,0.4215,0.127,0.633,0.241,30.46,32,29,62,1011,Clouds,8.05,21.0166666667,4.6,130,90,nan,nan
40.6643,-73.9385,20.0402777778,0,-0.5698,0.515,0.485,0.0,23.91,26,22,38,1015,Clouds,6.26666666667,19.6333333333,2.1,None,20,nan,nan
40.0094,-75.1333,20.0408333333,0,0.113333333333,0.0476666666667,0.884,0.068,23.67,26,21,56,1015,Clear,6.36666666667,19.7,2.06,314.002,1,nan,nan
37.7751,-122.4193,17.0416666667,-7,-0.9153,0.416,0.584,0.0,22.76,29,18,47,1010,Clear,9.56666666667,22.8,3.6,210,1,nan,nan
40.6643,-73.9385,20.0419444444,-3,-0.6486,0.301,0.699,0.0,23.91,26,22,38,1015,Clouds,6.26666666667,19.6333333333,2.1,None,20,nan,nan
40.6643,-73.9385,20.0422222222,0,0.0,0.0,1.0,0.0,23.91,26,22,38,1015,Clouds,6.26666666667,19.6333333333,2.1,None,20,nan,nan
32.7757,-96.7967,19.0430555556,0,0.0,0.0,1.0,0.0,28.8,31,25,62,1012,Thunderstorm,7.95,21.0,6.2,70,1,nan,nan
40.0094,-75.1333,20.0436111111,-6,-0.35815,0.235,0.6765,0.0885,23.67,26,21,56,1015,Clear,6.36666666667,19.7,2.06,314.002,1,nan,nan
37.7751,-122.4193,17.0438888889,0,0.0,0.0,1.0,0.0,22.76,29,18,47,1010,Clear,9.56666666667,22.8,3.6,210,1,nan,nan
33.5722,-112.088,17.0441666667,0,0.0,0.0,1.0,0.0,38.09,39,37,18,1006,Clear,8.95,22.0333333333,2.1,240,1,nan,nan
34.0194,-118.4108,17.0444444444,0,0.0,0.0,1.0,0.0,25.58,31,22,64,1009,Clear,9.35,22.45,2.1,None,1,nan,nan
40.6643,-73.9385,20.0447222222,1,0.20095,0.0,0.8845,0.1155,23.91,26,22,38,1015,Clouds,6.26666666667,19.6333333333,2.1,None,20,nan,nan
45.537,-122.65,17.045,-4,-0.5423,0.241,0.759,0.0,23.29,24,23,38,1017,Clouds,9.38333333333,23.0,4.1,350,20,nan,nan
41.8376,-87.6818,19.0455555556,2,0.4215,0.0,0.797,0.203,19.55,21,18,68,1020,Clear,7.15,20.5666666667,5.1,30,1,nan,nan
29.4724,-98.5251,19.0463888889,3,0.4404,0.0,0.756,0.244,29.5,31,28,74,1009,Thunderstorm,8.11666666667,21.05,6.7,120,75,nan,nan
34.0194,-118.4108,17.0463888889,-1,-0.2732,0.231,0.769,0.0,25.58,31,22,64,1009,Clear,9.35,22.45,2.1,None,1,nan,nan
29.7805,-95.3863,19.0466666667,-3,-0.05135,0.0895,0.8065,0.104,31.46,33,30,70,1009,Clear,7.91666666667,20.85,3.1,160,1,nan,nan
40.6643,-73.9385,20.0480555556,0,0.0,0.0,1.0,0.0,23.91,26,22,38,1015,Clouds,6.26666666667,19.6333333333,2.1,None,20,nan,nan
38.1781,-85.6667,20.0483333333,0,0.0,0.0,1.0,0.0,25.04,26,23,53,1017,Clear,7.1,20.3666666667,2.16,4.50232,1,nan,nan
45.537,-122.65,17.0486111111,0,0.0,0.0,1.0,0.0,23.29,24,23,38,1017,Clouds,9.38333333333,23.0,4.1,350,20,nan,nan
39.9848,-82.985,20.0491666667,0,0.0,0.0,1.0,0.0,20.89,22,19,46,1017,Clouds,6.88333333333,20.2166666667,5.7,10,90,nan,nan
29.7805,-95.3863,19.0511111111,0,0.0,0.0,1.0,0.0,31.46,33,30,70,1009,Clear,7.91666666667,20.85,3.1,160,1,nan,nan
39.3002,-76.6105,20.0511111111,0,0.7983,0.0,0.704,0.296,23.7,27,20,60,1015,Clouds,6.46666666667,19.7833333333,2.61,300.502,75,nan,nan
41.8376,-87.6818,19.0513888889,0,0.0,0.0,1.0,0.0,19.55,21,18,68,1020,Clear,7.15,20.5666666667,5.1,30,1,nan,nan
29.7805,-95.3863,19.0513888889,0,0.4019,0.0,0.791,0.209,31.46,33,30,70,1009,Clear,7.91666666667,20.85,3.1,160,1,nan,nan
29.4724,-98.5251,19.0516666667,0,0.0,0.0,1.0,0.0,29.5,31,28,74,1009,Thunderstorm,8.11666666667,21.05,6.7,120,75,nan,nan
34.0194,-118.4108,17.0519444444,-4,-0.4037,0.158,0.842,0.0,25.58,31,22,64,1009,Clear,9.35,22.45,2.1,None,1,nan,nan
35.1035,-89.9785,19.0519444444,0,0.0,0.0,1.0,0.0,27.19,28,26,42,1015,Clouds,7.45,20.5833333333,4.1,50,20,nan,nan
34.0194,-118.4108,17.0525,0,0.0,0.0,1.0,0.0,25.58,31,22,64,1009,Clear,9.35,22.45,2.1,None,1,nan,nan
32.7757,-96.7967,19.0530555556,-2,0.0941,0.215666666667,0.561,0.223333333333,28.8,31,25,62,1012,Thunderstorm,7.95,21.0,6.2,70,1,nan,nan
39.9848,-82.985,20.0533333333,4,0.8442,0.0,0.468,0.532,20.89,22,19,46,1017,Clouds,6.88333333333,20.2166666667,5.7,10,90,nan,nan
29.7805,-95.3863,19.0538888889,2,0.3182,0.0,0.867,0.133,31.46,33,30,70,1009,Clear,7.91666666667,20.85,3.1,160,1,nan,nan
39.9848,-82.985,20.0544444444,0,0.0,0.0,1.0,0.0,20.89,22,19,46,1017,Clouds,6.88333333333,20.2166666667,5.7,10,90,nan,nan
32.8153,-117.135,17.055,1,0.3182,0.0,0.85,0.15,21.5,26,18,73,1011,Clouds,9.31666666667,22.35,3.6,310,90,nan,nan
29.4724,-98.5251,19.0552777778,2,0.5859,0.0,0.593,0.407,29.5,31,28,74,1009,Thunderstorm,8.11666666667,21.05,6.7,120,75,nan,nan
34.0194,-118.4108,17.0566666667,-2,-0.296,0.109,0.891,0.0,25.58,31,22,64,1009,Clear,9.35,22.45,2.1,None,1,nan,nan
29.7805,-95.3863,19.0572222222,0,0.0,0.0,1.0,0.0,31.46,33,30,70,1009,Clear,7.91666666667,20.85,3.1,160,1,nan,nan
39.9848,-82.985,20.0583333333,0,0.0,0.0,1.0,0.0,20.89,22,19,46,1017,Clouds,6.88333333333,20.2166666667,5.7,10,90,nan,nan
38.9041,-77.0171,20.0586111111,1,-0.0286,0.0375,0.9625,0.0,23.72,27,20,68,1015,Clouds,6.51666666667,19.8,2.61,300.502,40,nan,nan
39.9848,-82.985,20.0594444444,-1,-0.0258,0.415,0.189,0.396,20.89,22,19,46,1017,Clouds,6.88333333333,20.2166666667,5.7,10,90,nan,nan
40.6643,-73.9385,20.0597222222,0,0.0,0.0,1.0,0.0,23.91,26,22,38,1015,Clouds,6.26666666667,19.6333333333,2.1,None,20,nan,nan
29.4724,-98.5251,19.06,0,0.4648,0.0,0.698,0.302,29.5,31,28,74,1009,Thunderstorm,8.11666666667,21.05,6.7,120,75,nan,nan
40.6643,-73.9385,20.06,-9,-0.62825,0.362,0.638,0.0,23.91,26,22,38,1015,Clouds,6.26666666667,19.6333333333,2.1,None,20,nan,nan
40.6643,-73.9385,20.0602777778,6,0.35015,0.0,0.8455,0.1545,23.91,26,22,38,1015,Clouds,6.26666666667,19.6333333333,2.1,None,20,nan,nan
34.0194,-118.4108,17.0608333333,0,0.0,0.0,1.0,0.0,25.58,31,22,64,1009,Clear,9.35,22.45,2.1,None,1,nan,nan
29.7805,-95.3863,19.0613888889,-4,-0.20095,0.126,0.874,0.0,31.46,33,30,70,1009,Clear,7.91666666667,20.85,3.1,160,1,nan,nan
40.6643,-73.9385,20.0616666667,2,0.113633333333,0.229333333333,0.689666666667,0.0813333333333,23.91,26,22,38,1015,Clouds,6.26666666667,19.6333333333,2.1,None,20,nan,nan
32.8153,-117.135,17.0619444444,-4,-0.20095,0.188,0.812,0.0,21.5,26,18,73,1011,Clouds,9.31666666667,22.35,3.6,310,90,nan,nan
36.2277,-115.264,17.0622222222,1,0.2551,0.0,0.748,0.252,32,32,32,31,1011,Rain,9.1,22.2833333333,4.1,80,0,0.89,nan
34.0194,-118.4108,17.0625,0,0.0,0.0,1.0,0.0,25.58,31,22,64,1009,Clear,9.35,22.45,2.1,None,1,nan,nan
34.0194,-118.4108,17.0627777778,0,0.0,0.0,1.0,0.0,25.58,31,22,64,1009,Clear,9.35,22.45,2.1,None,1,nan,nan
41.8376,-87.6818,19.0636111111,-6,-0.8256,0.371,0.629,0.0,19.55,21,18,68,1020,Clear,7.15,20.5666666667,5.1,30,1,nan,nan
29.7805,-95.3863,19.0641666667,1,0.4767,0.187,0.466,0.347,31.46,33,30,70,1009,Clear,7.91666666667,20.85,3.1,160,1,nan,nan
29.7805,-95.3863,19.0644444444,2,0.6486,0.0,0.751,0.249,31.46,33,30,70,1009,Clear,7.91666666667,20.85,3.1,160,1,nan,nan
34.0194,-118.4108,17.0647222222,0,0.128,0.247,0.449,0.303,25.58,31,22,64,1009,Clear,9.35,22.45,2.1,None,1,nan,nan
35.2087,-80.8307,20.0647222222,2,0.296,0.0,0.804,0.196,27.33,28,27,74,1013,Clear,6.83333333333,19.9833333333,2.1,40,1,nan,nan
40.6643,-73.9385,20.065,5,-0.1562,0.143,0.810666666667,0.0463333333333,23.91,26,22,38,1015,Clouds,6.26666666667,19.6333333333,2.1,None,20,nan,nan
40.6643,-73.9385,20.0658333333,3,0.6369,0.0,0.724,0.276,23.91,26,22,38,1015,Clouds,6.26666666667,19.6333333333,2.1,None,20,nan,nan
41.8376,-87.6818,19.0658333333,-2,-0.23835,0.0965,0.9035,0.0,19.55,21,18,68,1020,Clear,7.15,20.5666666667,5.1,30,1,nan,nan
29.4724,-98.5251,19.0661111111,8,0.428475,0.0,0.634,0.366,29.5,31,28,74,1009,Thunderstorm,8.11666666667,21.05,6.7,120,75,nan,nan
35.1035,-89.9785,19.0661111111,0,0.0,0.0,1.0,0.0,26.83,28,25,61,1015,Clear,7.45,20.5833333333,2.6,20,0,nan,nan
33.5722,-112.088,17.0672222222,1,0.5106,0.0,0.784,0.216,38.09,39,37,18,1006,Clear,8.95,22.0333333333,2.1,240,1,nan,nan
30.3072,-97.756,19.0688888889,0,0.0,0.0,1.0,0.0,30.46,32,29,62,1011,Clouds,8.05,21.0166666667,4.6,130,90,nan,nan
47.6205,-122.3509,17.0705555556,0,0.0,0.0,1.0,0.0,20.7,22,19,43,1019,Clouds,9.31666666667,23.0333333333,2.1,None,20,nan,nan
40.6643,-73.9385,20.0711111111,0,0.0,0.0,1.0,0.0,23.91,26,22,38,1015,Clouds,6.26666666667,19.6333333333,2.1,None,20,nan,nan
29.7805,-95.3863,19.0713888889,0,0.0,0.0,1.0,0.0,31.46,33,30,70,1009,Clear,7.91666666667,20.85,3.1,160,1,nan,nan
37.7751,-122.4193,17.0722222222,1,0.0,0.0,1.0,0.0,22.76,29,18,47,1010,Clear,9.56666666667,22.8,3.6,210,1,nan,nan
34.0194,-118.4108,17.0722222222,-2,0.1706,0.0,0.4165,0.0835,25.58,31,22,64,1009,Clear,9.35,22.45,2.1,None,1,nan,nan
41.8376,-87.6818,19.0730555556,-2,0.5323,0.132,0.53,0.338,19.55,21,18,68,1020,Clear,7.15,20.5666666667,5.1,30,1,nan,nan
35.2087,-80.8307,20.0733333333,0,0.0,0.0,1.0,0.0,27.33,28,27,74,1013,Clear,6.83333333333,19.9833333333,2.1,40,1,nan,nan
34.0194,-118.4108,17.0736111111,1,0.0516,0.139,0.679,0.182,25.58,31,22,64,1009,Clear,9.35,22.45,2.1,None,1,nan,nan
36.1718,-86.785,19.0738888889,1,0.07575,0.181,0.588,0.231,26.4,28,25,47,1015,Clear,7.21666666667,20.4,3.6,10,1,nan,nan
34.0194,-118.4108,17.0744444444,0,0.0,0.0,1.0,0.0,25.58,31,22,64,1009,Clear,9.35,22.45,2.1,None,1,nan,nan
32.7795,-97.3463,19.0744444444,6,0.4662,0.0,0.72,0.28,28.74,31,25,83,1011,Thunderstorm,7.98333333333,21.0333333333,2.6,10,1,nan,nan
36.2277,-115.264,17.0755555556,0,0.0,0.0,1.0,0.0,32,32,32,31,1011,Rain,9.1,22.2833333333,4.1,80,0,0.89,nan
34.0194,-118.4108,17.0758333333,-1,-0.4588,0.3,0.7,0.0,25.58,31,22,64,1009,Clear,9.35,22.45,2.1,None,1,nan,nan
38.9041,-77.0171,20.0780555556,0,0.0,0.0,1.0,0.0,23.72,27,20,68,1015,Clouds,6.51666666667,19.8,2.61,300.502,40,nan,nan
37.7751,-122.4193,17.0780555556,-1,0.0146,0.126,0.713,0.161,22.76,29,18,47,1010,Clear,9.56666666667,22.8,3.6,210,1,nan,nan
39.3002,-76.6105,20.0780555556,0,0.0,0.0,1.0,0.0,23.7,27,20,60,1015,Clouds,6.46666666667,19.7833333333,2.61,300.502,75,nan,nan
38.9041,-77.0171,20.0788888889,-4,0.1511,0.218,0.539,0.243,23.72,27,20,68,1015,Clouds,6.51666666667,19.8,2.61,300.502,40,nan,nan
37.7751,-122.4193,17.0791666667,0,0.0,0.0,1.0,0.0,22.76,29,18,47,1010,Clear,9.56666666667,22.8,3.6,210,1,nan,nan
34.0194,-118.4108,17.08,0,0.0,0.0,1.0,0.0,25.58,31,22,64,1009,Clear,9.35,22.45,2.1,None,1,nan,nan
34.0194,-118.4108,17.0811111111,0,0.0,0.0,1.0,0.0,25.58,31,22,64,1009,Clear,9.35,22.45,2.1,None,1,nan,nan
39.9848,-82.985,20.0811111111,0,0.0,0.0,1.0,0.0,20.89,22,19,46,1017,Clouds,6.88333333333,20.2166666667,5.7,10,90,nan,nan
29.7805,-95.3863,19.0816666667,-4,-0.5423,0.259,0.741,0.0,31.46,33,30,70,1009,Clear,7.91666666667,20.85,3.1,160,1,nan,nan
30.3072,-97.756,19.0819444444,1,0.148,0.0,0.9425,0.0575,30.46,32,29,62,1011,Clouds,8.05,21.0166666667,4.6,130,90,nan,nan
36.1718,-86.785,19.0825,2,-0.1779,0.159,0.841,0.0,26.4,28,25,47,1015,Clear,7.21666666667,20.4,3.6,10,1,nan,nan
29.7805,-95.3863,19.0827777778,-2,-0.5719,0.252,0.748,0.0,31.46,33,30,70,1009,Clear,7.91666666667,20.85,3.1,160,1,nan,nan
42.332,-71.0202,20.0833333333,-7,-0.8225,0.291,0.709,0.0,22.01,24,20,72,1013,Clear,6.03333333333,19.4833333333,1.81,147.502,1,nan,nan
34.0194,-118.4108,17.0836111111,-3,0.0088,0.1315,0.563,0.306,25.58,31,22,64,1009,Clear,9.35,22.45,2.1,None,1,nan,nan
35.2087,-80.8307,20.0838888889,0,0.0,0.0,1.0,0.0,25.84,28,24,65,1014,Clouds,6.83333333333,19.9833333333,3.1,50,20,nan,nan
41.8376,-87.6818,19.0841666667,-6,-0.7269,0.361,0.522,0.116,19.55,21,18,68,1020,Clear,7.15,20.5666666667,5.1,30,1,nan,nan
39.3002,-76.6105,20.0844444444,0,0.0,0.0,1.0,0.0,23.7,27,20,60,1015,Clouds,6.46666666667,19.7833333333,2.61,300.502,75,nan,nan
37.7751,-122.4193,17.0847222222,-16,-0.9382,0.449,0.551,0.0,22.76,29,18,47,1010,Clear,9.56666666667,22.8,3.6,210,1,nan,nan
41.8376,-87.6818,19.0847222222,2,0.38155,0.0,0.709,0.291,19.55,21,18,68,1020,Clear,7.15,20.5666666667,5.1,30,1,nan,nan
40.0094,-75.1333,20.085,0,0.0,0.0,1.0,0.0,23.67,26,21,56,1015,Clear,6.36666666667,19.7,2.06,314.002,1,nan,nan
35.1035,-89.9785,19.0852777778,2,0.4404,0.0,0.838,0.162,26.83,28,25,61,1015,Clear,7.45,20.5833333333,2.6,20,0,nan,nan
40.0094,-75.1333,20.0852777778,0,0.0,0.0,1.0,0.0,23.67,26,21,56,1015,Clear,6.36666666667,19.7,2.06,314.002,1,nan,nan
37.7751,-122.4193,17.0855555556,6,0.7841,0.0,0.744,0.256,22.76,29,18,47,1010,Clear,9.56666666667,22.8,3.6,210,1,nan,nan
34.0194,-118.4108,17.0858333333,0,0.0,0.0,1.0,0.0,25.58,31,22,64,1009,Clear,9.35,22.45,2.1,None,1,nan,nan
34.0194,-118.4108,17.0858333333,-1,-0.05135,0.0945,0.9055,0.0,25.58,31,22,64,1009,Clear,9.35,22.45,2.1,None,1,nan,nan
29.7805,-95.3863,19.0863888889,3,0.35015,0.0,0.628,0.372,31.46,33,30,70,1009,Clear,7.91666666667,20.85,3.1,160,1,nan,nan
38.9041,-77.0171,20.0866666667,-5,-0.5859,0.432,0.568,0.0,23.72,27,20,68,1015,Clouds,6.51666666667,19.8,2.61,300.502,40,nan,nan
29.7805,-95.3863,19.0866666667,0,0.0,0.0,1.0,0.0,31.46,33,30,70,1009,Clear,7.91666666667,20.85,3.1,160,1,nan,nan
29.7805,-95.3863,19.0869444444,0,0.0,0.0,1.0,0.0,31.46,33,30,70,1009,Clear,7.91666666667,20.85,3.1,160,1,nan,nan
36.1718,-86.785,19.0869444444,0,0.0,0.0,1.0,0.0,26.4,28,25,47,1015,Clear,7.21666666667,20.4,3.6,10,1,nan,nan
36.2277,-115.264,17.0872222222,0,0.1806,0.0,0.8335,0.1665,32,32,32,31,1011,Rain,9.1,22.2833333333,4.1,80,0,0.89,nan
37.7751,-122.4193,17.0875,3,0.6597,0.0,0.625,0.375,22.76,29,18,47,1010,Clear,9.56666666667,22.8,3.6,210,1,nan,nan
40.6643,-73.9385,20.0875,0,0.0,0.0,1.0,0.0,23.91,26,22,38,1015,Clouds,6.26666666667,19.6333333333,2.1,None,20,nan,nan
41.8376,-87.6818,19.0897222222,0,-0.4215,0.219,0.781,0.0,19.55,21,18,68,1020,Clear,7.15,20.5666666667,5.1,30,1,nan,nan
29.7805,-95.3863,19.0902777778,-5,0.0204,0.132,0.611666666667,0.256333333333,31.46,33,30,70,1009,Clear,7.91666666667,20.85,3.1,160,1,nan,nan
34.0194,-118.4108,17.0908333333,1,0.1909,0.0,0.937,0.063,25.58,31,22,64,1009,Clear,9.35,22.45,2.1,None,1,nan,nan
